0,725,109,69,62
0,724
1,725
1,724
1,724
2,724
2,724
2,724
3,724
5,724
12,724
20,724
28,724
36,725
46,725
54,725
62,725
70,725
78,725
87,725
95,725
103,726
113,725
122,725
132,725
141,724
150,725
159,725
168,724
179,724
188,724
197,724
206,724
216,724
225,724
234,724
244,724
253,724
263,724
272,724
281,724
290,724
300,724
310,724
319,724
328,723
337,724
347,723
356,723
365,724
375,723
385,723
394,722
403,722
412,722
421,722
431,722
441,722
450,721
459,721
468,721
478,721
487,721
496,720
505,720
516,720
525,720
534,720
543,720
552,720
562,720
571,720
581,720
590,719
600,719
609,718
618,718
627,718
636,718
647,718
656,718
665,718
674,718
684,717
693,717
702,717
712,717
721,717
731,717
740,717
749,716
758,716
768,716
778,716
787,716
796,716
805,716
815,716
824,716
833,717
843,717
852,718
862,718
871,719
880,719
889,720
899,720
909,721
918,721
927,722
936,722
946,722
955,722
964,722
974,722
984,722
993,722
1002,722
1012,722
1022,722
1033,722
1044,722
1054,721
1064,722
1075,721
1085,721
1095,721
1106,721
1117,721
1127,721
1137,721
1147,721
1158,721
1168,721
1179,721
1189,721
1200,721
1210,721
1220,720
1230,721
1242,721
1252,720
1262,720
1272,720
1283,720
1293,720
1303,720
1314,719
1325,720
1335,719
1345,719
1355,719
1366,718
1377,718
1387,718
1397,718
1408,718
1418,718
1428,717
1439,717
1449,717
1460,717
1470,717
1480,716
1490,716
1501,716
1512,716
1522,716
1532,716
1543,716
1553,716
1563,716
1574,715
1585,715
1595,715
1605,715
1615,715
1626,714
1636,715
1647,715
1657,715
1668,715
1678,716
1688,716
1698,717
1710,718
1720,718
1730,719
1740,719
1751,720
1761,720
1772,720
1782,721
1793,721
1803,721
1813,721
1823,722
1833,721
1845,721
1855,721
1865,721
1875,720
1886,721
1896,720
1907,720
1917,720
1928,720
1938,720
1948,720
1958,720
1969,720
1980,720
1990,720
2000,720
2011,720
2021,720
2031,720
2042,720
2053,720
2063,720
2073,720
2083,720
2094,720
2105,719
2115,720
2125,719
2136,719
2146,719
2156,719
2166,718
2178,718
2188,718
2198,718
2208,718
2219,718
2229,718
2240,717
2250,717
2260,717
2271,717
2281,716
2291,716
2301,716
2313,716
2323,716
2333,716
2343,716
2354,716
2364,715
2375,715
2385,715
2396,715
2406,715
2416,714
2426,714
2438,714
2448,714
2458,714
2468,714
2479,714
2489,714
2499,714
2510,714
2521,714
2531,714
2541,715
2551,716
2562,716
2573,717
2583,718
2593,718
2604,719
2614,720
2624,720
2634,721
2646,721
2656,722
2666,721
2676,722
2686,722
2697,722
2708,722
2718,721
2728,722
2739,721
2749,721
2759,722
2770,721
2781,721
2791,722
2801,721
2811,721
2822,721
2832,721
2843,721
2853,721
2864,721
2874,721
2884,721
2894,722
2906,721
2916,721
2926,721
2936,721
2947,721
2957,721
2967,721
2978,721
2989,720
2999,720
3009,720
3019,720
3030,720
3041,719
3051,720
3061,719
3072,719
3082,719
3092,719
3103,718
3113,718
3124,718
3134,718
3144,718
3154,718
3165,718
3176,717
3186,717
3196,717
3207,717
3217,717
3227,717
3238,716
3249,716
3259,716
3269,716
3279,716
3290,716
3300,716
3311,716
3321,716
3332,715
3342,715
3352,715
3362,715
3374,715
3384,715
3394,714
3404,715
3415,714
3425,715
3436,715
3446,716
3457,716
3467,717
3477,718
3487,719
3497,719
3509,720
3519,721
3529,721
3539,722
3550,722
3560,722
3571,722
3581,723
3592,723
3602,723
3612,722
3622,722
3633,723
3644,722
3654,722
3664,723
3675,722
3685,722
3695,722
3706,722
3717,722
3727,722
3737,722
3747,722
3758,722
3769,722
3779,722
3789,722
3800,722
3810,722
3820,722
3830,722
3842,722
3852,722
3862,722
3872,721
3883,721
3893,722
3904,721
3914,721
3924,721
3935,721
3945,720
3955,720
3965,720
3977,720
3987,720
3997,720
4007,719
4018,719
4028,720
4039,719
4049,718
4060,719
4070,718
4080,718
4090,718
4102,718
4112,718
4122,718
4132,717
4143,717
4153,717
4163,717
4174,717
4185,717
4195,717
4205,716
4215,716
4226,716
4237,716
4247,716
4257,716
4268,715
4278,716
4288,715
4298,715
4310,715
4320,715
4330,715
4340,714
4350,714
4361,714
4372,714
4382,714
4392,714
4403,715
4413,716
4423,716
4434,717
4445,718
4455,719
4465,720
4475,720
4486,721
4496,721
4507,721
4517,722
4528,722
4538,722
4548,722
4558,722
4570,722
4580,722
4590,722
4600,722
4611,722
4621,722
4631,722
4642,722
4653,722
4663,722
4673,721
4683,722
4694,722
4705,721
4715,722
4725,722
4736,722
4746,721
4756,722
4767,722
4777,722
4788,721
4798,722
4808,721
4818,722
4829,721
4840,721
4850,721
4860,721
4871,720
4881,720
4891,720
4902,720
4913,720
4923,720
4933,720
4943,719
4954,720
4964,719
4975,719
4985,719
4996,719
5006,718
5016,718
5026,719
5038,718
5048,718
5058,718
5068,718
5079,718
5089,718
5100,717
5110,717
5121,717
5131,717
5141,716
5151,716
5161,716
5173,716
5183,716
5193,716
5203,716
5214,716
5224,716
5235,715
5245,715
5256,715
5266,715
5276,714
5286,714
5297,714
5308,714
5318,714
5328,714
5339,713
5349,713
5359,713
5370,713
5381,713
5391,714
5401,714
5411,715
5422,716
5433,716
5443,717
5453,718
5464,719
5474,720
5484,720
5494,721
5506,721
