0,622,111,79,87
0,621
1,620
1,620
1,618
2,619
2,619
2,618
3,619
5,618
12,618
20,618
28,618
36,618
46,618
54,618
62,617
70,617
78,617
87,617
95,617
103,617
113,616
122,616
132,616
141,616
150,616
159,615
168,615
179,615
188,615
197,615
206,616
216,616
225,615
234,615
244,615
253,614
263,614
272,614
281,614
290,614
300,614
310,614
319,615
328,615
337,615
347,615
356,616
365,617
375,616
385,617
394,618
403,618
412,618
421,618
431,618
441,618
450,618
459,618
468,618
478,618
487,617
496,617
505,617
516,617
525,617
534,617
543,617
552,616
562,617
571,617
581,616
590,616
600,616
609,616
618,616
627,616
636,616
647,616
656,616
665,616
674,616
684,616
693,616
702,616
712,616
721,615
731,615
740,615
749,615
758,615
768,614
778,614
787,614
796,614
805,614
815,614
824,614
833,613
843,613
852,613
862,613
871,613
880,613
889,613
899,612
909,612
918,612
927,612
936,612
946,612
955,612
964,612
974,612
984,612
993,612
1002,612
1012,612
1022,612
1033,612
1044,613
1054,613
1064,614
1075,614
1085,615
1095,615
1106,615
1117,615
1127,616
1137,616
1147,616
1158,615
1168,615
1179,615
1189,615
1200,615
1210,615
1220,615
1230,615
1242,615
1252,614
1262,614
1272,615
1283,614
1293,614
1303,614
1314,614
1325,614
1335,614
1345,614
1355,614
1366,614
1377,614
1387,614
1397,614
1408,614
1418,614
1428,613
1439,613
1449,613
1460,613
1470,613
1480,613
1490,612
1501,612
1512,612
1522,612
1532,612
1543,611
1553,611
1563,612
1574,611
1585,611
1595,611
1605,611
1615,611
1626,611
1636,611
1647,611
1657,611
1668,610
1678,611
1688,610
1698,610
1710,611
1720,611
1730,612
1740,612
1751,612
1761,613
1772,613
1782,614
1793,614
1803,614
1813,615
1823,614
1833,614
1845,614
1855,615
1865,614
1875,614
1886,614
1896,615
1907,614
1917,614
1928,614
1938,613
1948,614
1958,614
1969,613
1980,613
1990,613
2000,613
2011,613
2021,613
2031,613
2042,614
2053,613
2063,614
2073,613
2083,614
2094,613
2105,613
2115,613
2125,613
2136,613
2146,612
2156,613
2166,612
2178,612
2188,612
2198,612
2208,611
2219,611
2229,612
2240,611
2250,611
2260,611
2271,611
2281,611
2291,611
2301,610
2313,610
2323,610
2333,610
2343,610
2354,610
2364,610
2375,610
2385,610
2396,611
2406,610
2416,611
2426,611
2438,612
2448,612
2458,613
2468,613
2479,613
2489,613
2499,613
2510,614
2521,614
2531,614
2541,613
2551,614
2562,614
2573,614
2583,613
2593,613
2604,613
2614,613
2624,613
2634,613
2646,613
2656,613
2666,613
2676,612
2686,613
2697,613
2708,612
2718,613
2728,613
2739,612
2749,612
2759,612
2770,613
2781,613
2791,613
2801,613
2811,612
2822,612
2832,611
2843,611
2853,611
2864,611
2874,610
2884,610
2894,611
2906,610
2916,610
2926,610
2936,610
2947,610
2957,610
2967,610
2978,610
2989,609
2999,609
3009,609
3019,609
3030,609
3041,609
3051,609
3061,609
3072,609
3082,609
3092,609
3103,610
3113,610
3124,611
3134,611
3144,611
3154,612
3165,612
3176,612
3186,613
3196,612
3207,613
3217,613
3227,613
3238,612
3249,612
3259,612
3269,612
3279,612
3290,612
3300,612
3311,611
3321,612
3332,611
3342,611
3352,611
3362,611
3374,612
3384,611
3394,612
3404,611
3415,611
3425,611
3436,611
3446,611
3457,611
3467,611
3477,611
3487,611
3497,611
3509,611
3519,611
3529,610
3539,610
3550,610
3560,611
3571,610
3581,609
3592,609
3602,609
3612,609
3622,609
3633,609
3644,608
3654,608
3664,608
3675,608
3685,608
3695,608
3706,608
3717,608
3727,608
3737,608
3747,608
3758,608
3769,608
3779,608
3789,609
3800,609
3810,610
3820,610
3830,611
3842,611
3852,611
3862,611
3872,611
3883,611
3893,612
3904,611
3914,611
3924,611
3935,611
3945,611
3955,611
3965,611
3977,611
3987,610
3997,610
4007,610
4018,610
4028,610
4039,610
4049,610
4060,611
4070,610
4080,610
4090,610
4102,610
4112,610
4122,610
4132,610
4143,610
4153,610
4163,610
4174,609
4185,609
4195,609
4205,609
4215,609
4226,610
4237,609
4247,608
4257,608
4268,608
4278,608
4288,608
4298,608
4310,608
4320,607
4330,607
4340,607
4350,607
4361,607
4372,607
4382,607
4392,607
4403,607
4413,607
4423,607
4434,607
4445,608
4455,608
4465,608
4475,609
4486,609
4496,610
4507,610
4517,610
4528,610
4538,611
4548,610
4558,611
4570,611
4580,610
4590,610
4600,610
4611,610
4621,610
4631,610
4642,610
4653,610
4663,610
4673,609
4683,609
4694,609
4705,609
4715,609
4725,610
4736,610
4746,610
4756,610
4767,609
4777,609
4788,609
4798,609
4808,609
4818,609
4829,609
4840,609
4850,609
4860,608
4871,608
4881,608
4891,609
4902,608
4913,608
4923,607
4933,607
4943,607
4954,607
4964,607
4975,607
4985,607
4996,607
5006,607
5016,606
5026,606
5038,606
5048,606
5058,607
5068,607
5079,607
5089,607
5100,607
5110,608
5121,608
5131,609
5141,609
5151,610
5161,610
5173,610
5183,610
5193,610
5203,610
5214,610
5224,611
